deveui,name,description,application,deviceprofile,payloadcodec,fport,appkey,devaddr,nwkskey,appskey
24e12471512348b8,WT201-849,24e12471512348b8,test,ClassC-OTAA,WT201,1,84d95c30ad8b47cf2465b04a51e1ed54,,,
24e12471512348b9,WT201-850,24e12471512348b9,test,ClassC-OTAA,WT201,1,0cd3dd9ca7951b1d519adfc4d64dc66d,,,
24e12471512348ba,WT201-851,24e12471512348ba,test,ClassC-OTAA,WT201,1,bfdfbc09769dc1246e8a4c64244bed1d,,,
24e12471512348bb,WT201-852,24e12471512348bb,test,ClassC-OTAA,WT201,1,0a450261c6e74b3272fa8ad87005e3fe,,,
24e12471512348bc,WT201-853,24e12471512348bc,test,ClassC-OTAA,WT201,1,d248692e57c5e3fb58857bb9ed0768cb,,,
24e12471512348bd,WT201-854,24e12471512348bd,test,ClassC-OTAA,WT201,1,29a5b00127a10aaccb1114bfd5098167,,,
24e12471512348be,WT201-855,24e12471512348be,test,ClassC-OTAA,WT201,1,37e3725ac82ef3e7506bc033fed4ef39,,,
24e12471512348bf,WT201-856,24e12471512348bf,test,ClassC-OTAA,WT201,1,ddbcfe71e2257a0bd4e13a3ba8c6f524,,,
24e12471512348c0,WT201-857,24e12471512348c0,test,ClassC-OTAA,WT201,1,a022c9b22d7445fc8a5ce05df463791f,,,
24e12471512348c1,WT201-858,24e12471512348c1,test,ClassC-OTAA,WT201,1,80b732c64157e62ffc246226902c3638,,,
24e12471512348c2,WT201-859,24e12471512348c2,test,ClassC-OTAA,WT201,1,297da81b49ea86187af53f34142f0356,,,
24e12471512348c3,WT201-860,24e12471512348c3,test,ClassC-OTAA,WT201,1,9e1efb2006f36d5be1948c617f2fcb3f,,,
24e12471512348c4,WT201-861,24e12471512348c4,test,ClassC-OTAA,WT201,1,36306fd104fbf8d4fc0408dbb60f3cb3,,,
24e12471512348c5,WT201-862,24e12471512348c5,test,ClassC-OTAA,WT201,1,7f8dfeea4d6433b4e6984601d0182827,,,
24e12471512348c6,WT201-863,24e12471512348c6,test,ClassC-OTAA,WT201,1,49fbaff65c0800096890f0de41ba7edf,,,
24e12471512348c7,WT201-864,24e12471512348c7,test,ClassC-OTAA,WT201,1,e0816669ac4c426b21215f4d7c9565e8,,,
24e12471512348c8,WT201-865,24e12471512348c8,test,ClassC-OTAA,WT201,1,0254140d74c6d7193c597233b4b5feba,,,
24e12471512348c9,WT201-866,24e12471512348c9,test,ClassC-OTAA,WT201,1,7d87e2c5a0d4e955254c7f29609ef896,,,
24e12471512348ca,WT201-867,24e12471512348ca,test,ClassC-OTAA,WT201,1,576bd0936077195b9249f54f2addc751,,,
24e12471512348cb,WT201-868,24e12471512348cb,test,ClassC-OTAA,WT201,1,391d65f08ba3d0eb8fda2f9541c2b4c7,,,
24e12471512348cc,WT201-869,24e12471512348cc,test,ClassC-OTAA,WT201,1,3cac4dd067e5bb61c677f7bed5d641ed,,,
24e12471512348cd,WT201-870,24e12471512348cd,test,ClassC-OTAA,WT201,1,3dbb577c208fd2bbbc25633d49bb4681,,,
24e12471512348ce,WT201-871,24e12471512348ce,test,ClassC-OTAA,WT201,1,fb8d2c33dde3a0a0b2449a318e396d9f,,,
24e12471512348cf,WT201-872,24e12471512348cf,test,ClassC-OTAA,WT201,1,4e8c95a701e5567e41e277742782f8f2,,,
24e12471512348d0,WT201-873,24e12471512348d0,test,ClassC-OTAA,WT201,1,3ce9f429f011b9cbf4d655bccf065236,,,
24e12471512348d1,WT201-874,24e12471512348d1,test,ClassC-OTAA,WT201,1,18a00637a3e57565034063347fea62c8,,,
24e12471512348d2,WT201-875,24e12471512348d2,test,ClassC-OTAA,WT201,1,615cebbabc2e410da22a8cb059e6348d,,,
24e12471512348d3,WT201-876,24e12471512348d3,test,ClassC-OTAA,WT201,1,9d5bfb64f10d3ba3290a4a47eeac2d60,,,
24e12471512348d4,WT201-877,24e12471512348d4,test,ClassC-OTAA,WT201,1,5d090845dd3a0e0362ce239c3acc395a,,,
24e12471512348d5,WT201-878,24e12471512348d5,test,ClassC-OTAA,WT201,1,f169e0154ebb3819cf7fe93d7ce2f6eb,,,
24e12471512348d6,WT201-879,24e12471512348d6,test,ClassC-OTAA,WT201,1,dc20f6f608d3b3f2217d1e778eb9223d,,,
24e12471512348d7,WT201-880,24e12471512348d7,test,ClassC-OTAA,WT201,1,01220f119ad9ca50740aa245475beda2,,,
24e12471512348d8,WT201-881,24e12471512348d8,test,ClassC-OTAA,WT201,1,4331b19d9ed21be740fffb1ebb543812,,,
24e12471512348d9,WT201-882,24e12471512348d9,test,ClassC-OTAA,WT201,1,a613dd44c7648d821825ba9b5741d486,,,
24e12471512348da,WT201-883,24e12471512348da,test,ClassC-OTAA,WT201,1,a3e6ba3b46d5ef753bb1945362f086ab,,,
24e12471512348db,WT201-884,24e12471512348db,test,ClassC-OTAA,WT201,1,f9ea4e3022cc7c3e5f36320eb1832907,,,
24e12471512348dc,WT201-885,24e12471512348dc,test,ClassC-OTAA,WT201,1,8fafd6905ff9ee4ca18ffefd0f24c69b,,,
24e12471512348dd,WT201-886,24e12471512348dd,test,ClassC-OTAA,WT201,1,106843b1117ded81e1b6228e5573c534,,,
24e12471512348de,WT201-887,24e12471512348de,test,ClassC-OTAA,WT201,1,b3e797829db72488199673d34d482211,,,
24e12471512348df,WT201-888,24e12471512348df,test,ClassC-OTAA,WT201,1,35fefa9c135922c03016889453f8d97e,,,
24e12471512348e0,WT201-889,24e12471512348e0,test,ClassC-OTAA,WT201,1,ab97056547b8b973ef10e20c9258627b,,,
24e12471512348e1,WT201-890,24e12471512348e1,test,ClassC-OTAA,WT201,1,5f885daa3997f906356661ab8ca0feb9,,,
24e12471512348e2,WT201-891,24e12471512348e2,test,ClassC-OTAA,WT201,1,eb30a4c131b1d793cd29e7c8c000aaf2,,,
24e12471512348e3,WT201-892,24e12471512348e3,test,ClassC-OTAA,WT201,1,ddfda193073dc31afdfaba071350d083,,,
24e12471512348e4,WT201-893,24e12471512348e4,test,ClassC-OTAA,WT201,1,c2ca62cafe04365fc939b27d3215b80a,,,
24e12471512348e5,WT201-894,24e12471512348e5,test,ClassC-OTAA,WT201,1,3de947d31d4a9313146dd51a5ddded4d,,,
24e12471512348e6,WT201-895,24e12471512348e6,test,ClassC-OTAA,WT201,1,6347421798fec8afe017f15fe14a906d,,,
24e12471512348e7,WT201-896,24e12471512348e7,test,ClassC-OTAA,WT201,1,fdb5c77e4d439a553d60246dc421b535,,,
24e12471512348e8,WT201-897,24e12471512348e8,test,ClassC-OTAA,WT201,1,321dc0b7d0ade0a62f0ef35bea3a72b3,,,
24e12471512348e9,WT201-898,24e12471512348e9,test,ClassC-OTAA,WT201,1,3cecbc687374f937e53ca5a52321d7e5,,,
24e12471512348ea,WT201-899,24e12471512348ea,test,ClassC-OTAA,WT201,1,140b781b99099f776543af3593d9bbcc,,,
24e12471512348eb,WT201-900,24e12471512348eb,test,ClassC-OTAA,WT201,1,5768eaa5c0c27fd8054cb68b35123be3,,,
24e12471512348ec,WT201-901,24e12471512348ec,test,ClassC-OTAA,WT201,1,638dfcd1ebb17e6d91157317e0b889ae,,,
24e12471512348ed,WT201-902,24e12471512348ed,test,ClassC-OTAA,WT201,1,d7029034680420a24d54b4218ce24d94,,,
24e12471512348ee,WT201-903,24e12471512348ee,test,ClassC-OTAA,WT201,1,66e3aa11e41519adea4777588b2c9758,,,
24e12471512348ef,WT201-904,24e12471512348ef,test,ClassC-OTAA,WT201,1,bc82030cda6da1be6675eb837e1ce1df,,,
24e12471512348f0,WT201-905,24e12471512348f0,test,ClassC-OTAA,WT201,1,bd4be6d3cecb74a1a8748490abeb3e4b,,,
24e12471512348f1,WT201-906,24e12471512348f1,test,ClassC-OTAA,WT201,1,69a12a25ec96242093b4dceed915b455,,,
24e12471512348f2,WT201-907,24e12471512348f2,test,ClassC-OTAA,WT201,1,84e17e1f728f14d5d368670eb21bbdd2,,,
24e12471512348f3,WT201-908,24e12471512348f3,test,ClassC-OTAA,WT201,1,b067a67ebe4bc98128b66247ec0a81ff,,,
24e12471512348f4,WT201-909,24e12471512348f4,test,ClassC-OTAA,WT201,1,ffb3bf795ea72678d95690865ec0c8ec,,,
24e12471512348f5,WT201-910,24e12471512348f5,test,ClassC-OTAA,WT201,1,94abc4fa893f7d84b674257360b0e55c,,,
24e12471512348f6,WT201-911,24e12471512348f6,test,ClassC-OTAA,WT201,1,d4631bd7072afeab27955a5e796196f3,,,
24e12471512348f7,WT201-912,24e12471512348f7,test,ClassC-OTAA,WT201,1,f8f7af2f93530ef375fd3671e003d2f7,,,
24e12471512348f8,WT201-913,24e12471512348f8,test,ClassC-OTAA,WT201,1,0bd7532a929b8e09f8c99c4c647a6108,,,
24e12471512348f9,WT201-914,24e12471512348f9,test,ClassC-OTAA,WT201,1,f7441338c9b0dc19f696abad1612ffea,,,
24e12471512348fa,WT201-915,24e12471512348fa,test,ClassC-OTAA,WT201,1,4bf3a45a262103acefad1e19b91330a9,,,
24e12471512348fb,WT201-916,24e12471512348fb,test,ClassC-OTAA,WT201,1,68c512fbe360145b2300009deda5a7c8,,,
24e12471512348fc,WT201-917,24e12471512348fc,test,ClassC-OTAA,WT201,1,ade017abd7000772f86f43d36d6050e8,,,
24e12471512348fd,WT201-918,24e12471512348fd,test,ClassC-OTAA,WT201,1,3735b78fcec3b7c9b084ca471a860fc5,,,
24e12471512348fe,WT201-919,24e12471512348fe,test,ClassC-OTAA,WT201,1,ff0fd3ab6bdb51ea06c14316db9a0ed2,,,
24e12471512348ff,WT201-920,24e12471512348ff,test,ClassC-OTAA,WT201,1,4858b96eb3eed873bd22987aaa7a5bfe,,,
24e1247151234900,WT201-921,24e1247151234900,test,ClassC-OTAA,WT201,1,4215b625d9c4e42f8c0b9183e022891f,,,
24e1247151234901,WT201-922,24e1247151234901,test,ClassC-OTAA,WT201,1,7d84934750b617a8a36876b05903080f,,,
24e1247151234902,WT201-923,24e1247151234902,test,ClassC-OTAA,WT201,1,49299d20244feac4e3241ae894710aa5,,,
24e1247151234903,WT201-924,24e1247151234903,test,ClassC-OTAA,WT201,1,e25a2fd3445d4bbd298f3a76c8ef109b,,,
24e1247151234904,WT201-925,24e1247151234904,test,ClassC-OTAA,WT201,1,7d841f0817d4a3e76f722fd77a3d76b3,,,
24e1247151234905,WT201-926,24e1247151234905,test,ClassC-OTAA,WT201,1,b3bb0788734a1e4f863d4648424063b8,,,
24e1247151234906,WT201-927,24e1247151234906,test,ClassC-OTAA,WT201,1,8a60a77f109c5784f7e2178785e723f3,,,
24e1247151234907,WT201-928,24e1247151234907,test,ClassC-OTAA,WT201,1,d809e76bdf1db9e1833ee30d14636d89,,,
24e1247151234908,WT201-929,24e1247151234908,test,ClassC-OTAA,WT201,1,2d8b360099abc23ca7ff616a837c6f66,,,
24e1247151234909,WT201-930,24e1247151234909,test,ClassC-OTAA,WT201,1,439dcdfaa045e80e0079ded79f8eb407,,,
24e124715123490a,WT201-931,24e124715123490a,test,ClassC-OTAA,WT201,1,8b252682c470e35584da7062e0f77db3,,,
24e124715123490b,WT201-932,24e124715123490b,test,ClassC-OTAA,WT201,1,8cbea6c91da1d1f4e895825ae2fa9f3e,,,
24e124715123490c,WT201-933,24e124715123490c,test,ClassC-OTAA,WT201,1,58f92805176a0d93091977d91bd18331,,,
24e124715123490d,WT201-934,24e124715123490d,test,ClassC-OTAA,WT201,1,733b20d567993bccce97cefae36a2582,,,
24e124715123490e,WT201-935,24e124715123490e,test,ClassC-OTAA,WT201,1,f98e2c16de0cb5f3d0aee0a10d0197d0,,,
24e124715123490f,WT201-936,24e124715123490f,test,ClassC-OTAA,WT201,1,fb0fb7e0097ffde96e8d2f0964d1783d,,,
24e1247151234910,WT201-937,24e1247151234910,test,ClassC-OTAA,WT201,1,28da0c3e16bb4ae105c305944759c22f,,,
24e1247151234911,WT201-938,24e1247151234911,test,ClassC-OTAA,WT201,1,2bd6fb7d7e21db2471ce0b92319656a4,,,
24e1247151234912,WT201-939,24e1247151234912,test,ClassC-OTAA,WT201,1,62097185b6c6b9d98b8eb6899c1c7e92,,,
24e1247151234913,WT201-940,24e1247151234913,test,ClassC-OTAA,WT201,1,94095d561d85e6a7ade68f3ea5edcf69,,,
24e1247151234914,WT201-941,24e1247151234914,test,ClassC-OTAA,WT201,1,24ebb232860b3951299803176876af8c,,,
24e1247151234915,WT201-942,24e1247151234915,test,ClassC-OTAA,WT201,1,3813d1985caf1df3137155dc324f04d8,,,
24e1247151234916,WT201-943,24e1247151234916,test,ClassC-OTAA,WT201,1,d6a6ba67af54a8530cddc5caec739ff7,,,
24e1247151234917,WT201-944,24e1247151234917,test,ClassC-OTAA,WT201,1,c714686b89067337db9331260758e411,,,
24e1247151234918,WT201-945,24e1247151234918,test,ClassC-OTAA,WT201,1,6bf195676caf69bb54fd6a068f53146f,,,
24e1247151234919,WT201-946,24e1247151234919,test,ClassC-OTAA,WT201,1,489daa3abc69b39138c154f30b48456a,,,
24e124715123491a,WT201-947,24e124715123491a,test,ClassC-OTAA,WT201,1,93013262cf383ba4c1a0187ab0fb1bc5,,,
24e124715123491b,WT201-948,24e124715123491b,test,ClassC-OTAA,WT201,1,afc47061434dd8035c44b672c5b60342,,,
24e124715123491c,WT201-949,24e124715123491c,test,ClassC-OTAA,WT201,1,505db9ad66a11fe780bee5157cb13d57,,,
24e124715123491d,WT201-950,24e124715123491d,test,ClassC-OTAA,WT201,1,3d1baedd626196d1ecc8adfc389d2ab6,,,
24e124715123491e,WT201-951,24e124715123491e,test,ClassC-OTAA,WT201,1,a6583bbf7897f54b3eedf30a37c26488,,,
24e124715123491f,WT201-952,24e124715123491f,test,ClassC-OTAA,WT201,1,1667f4a89341eaa4d72553bb25226f38,,,
24e1247151234920,WT201-953,24e1247151234920,test,ClassC-OTAA,WT201,1,9779c61b1b2897fe35486a7d0c7d31a7,,,
24e1247151234921,WT201-954,24e1247151234921,test,ClassC-OTAA,WT201,1,f0972ac19827351180d0018ab95c09ce,,,
24e1247151234922,WT201-955,24e1247151234922,test,ClassC-OTAA,WT201,1,8fde4e03af71f7fad6ae0cee2aa8b165,,,
24e1247151234923,WT201-956,24e1247151234923,test,ClassC-OTAA,WT201,1,a084189a4105107f3cffde494ee81172,,,
24e1247151234924,WT201-957,24e1247151234924,test,ClassC-OTAA,WT201,1,2564f89bf62d08aa9156271cc3bc4bd7,,,
24e1247151234925,WT201-958,24e1247151234925,test,ClassC-OTAA,WT201,1,60950b2220dafd348739342bea99117e,,,
24e1247151234926,WT201-959,24e1247151234926,test,ClassC-OTAA,WT201,1,e59fbc3c349424510246f8c368ab2319,,,
24e1247151234927,WT201-960,24e1247151234927,test,ClassC-OTAA,WT201,1,47259c12f77660e5cc29cdbfbf912e84,,,
24e1247151234928,WT201-961,24e1247151234928,test,ClassC-OTAA,WT201,1,fe4de59f25788defd41eee17358c3f96,,,
24e1247151234929,WT201-962,24e1247151234929,test,ClassC-OTAA,WT201,1,1bc016297c67a8ebdfed2ab99ad6b76b,,,
24e124715123492a,WT201-963,24e124715123492a,test,ClassC-OTAA,WT201,1,9ad61efa2118274a70aa0c99de5c2c2e,,,
24e124715123492b,WT201-964,24e124715123492b,test,ClassC-OTAA,WT201,1,06a2810debe0fedcf5586a9b36665cd0,,,
24e124715123492c,WT201-965,24e124715123492c,test,ClassC-OTAA,WT201,1,5219be9b24d270d09008435d1e0cf154,,,
24e124715123492d,WT201-966,24e124715123492d,test,ClassC-OTAA,WT201,1,4e773b7b4ecd93ac424b662e5bbe46dc,,,
24e124715123492e,WT201-967,24e124715123492e,test,ClassC-OTAA,WT201,1,d5bf17b824c72ec5a651313ea6f965cc,,,
24e124715123492f,WT201-968,24e124715123492f,test,ClassC-OTAA,WT201,1,b039cf4ab5da4335e947df2a2342a175,,,
24e1247151234930,WT201-969,24e1247151234930,test,ClassC-OTAA,WT201,1,087f6e967913da6491ee70561586ac72,,,
24e1247151234931,WT201-970,24e1247151234931,test,ClassC-OTAA,WT201,1,90702fe66aabd6664ee704bb12f5ec47,,,
24e1247151234932,WT201-971,24e1247151234932,test,ClassC-OTAA,WT201,1,9c2dc3a0012694b47e8e5f4eec3f2373,,,
24e1247151234933,WT201-972,24e1247151234933,test,ClassC-OTAA,WT201,1,6284842552f9d9f97cf9db30e737a7f3,,,
24e1247151234934,WT201-973,24e1247151234934,test,ClassC-OTAA,WT201,1,7d1bdcfe87088da02c9137b6db979d58,,,
24e1247151234935,WT201-974,24e1247151234935,test,ClassC-OTAA,WT201,1,d1f84729398bcbef45e75ae75c950377,,,
24e1247151234936,WT201-975,24e1247151234936,test,ClassC-OTAA,WT201,1,290fa8ee271db6d6b211abd0c1ad321f,,,
24e1247151234937,WT201-976,24e1247151234937,test,ClassC-OTAA,WT201,1,d2a66fe88475924644dc955968556313,,,
24e1247151234938,WT201-977,24e1247151234938,test,ClassC-OTAA,WT201,1,a7369ec2c150aab78d982734051d8a76,,,
24e1247151234939,WT201-978,24e1247151234939,test,ClassC-OTAA,WT201,1,d7bb3b8a478b2fd22fcd9b8cbc6c3539,,,
24e124715123493a,WT201-979,24e124715123493a,test,ClassC-OTAA,WT201,1,e75b384bd621743da4f07bdb9283d3ca,,,
24e124715123493b,WT201-980,24e124715123493b,test,ClassC-OTAA,WT201,1,7d8bca7cf8900586e98ec1fabd6fcfef,,,
24e124715123493c,WT201-981,24e124715123493c,test,ClassC-OTAA,WT201,1,724ed5333eccfeb8b37e0776c42d1621,,,
24e124715123493d,WT201-982,24e124715123493d,test,ClassC-OTAA,WT201,1,13ba2bdc78d4039200217b03fb7c9bfa,,,
24e124715123493e,WT201-983,24e124715123493e,test,ClassC-OTAA,WT201,1,16c5fe7aa40a59d3b754b133165c3d88,,,
24e124715123493f,WT201-984,24e124715123493f,test,ClassC-OTAA,WT201,1,b133a0486b0f00fc6b63e9215d9bfd46,,,
24e1247151234940,WT201-985,24e1247151234940,test,ClassC-OTAA,WT201,1,c0e157bcf361e5c0c3cf3c65477e80e1,,,
24e1247151234941,WT201-986,24e1247151234941,test,ClassC-OTAA,WT201,1,ba9f2ad8ad2066aac5762da5a73cfe44,,,
24e1247151234942,WT201-987,24e1247151234942,test,ClassC-OTAA,WT201,1,82805778c764d78b77fdb74cb32768c0,,,
24e1247151234943,WT201-988,24e1247151234943,test,ClassC-OTAA,WT201,1,5baefeab1f3f79ec58a0efdee8586f69,,,
24e1247151234944,WT201-989,24e1247151234944,test,ClassC-OTAA,WT201,1,f7a36c678efd88fadf5dfb033cd03164,,,
24e1247151234945,WT201-990,24e1247151234945,test,ClassC-OTAA,WT201,1,b20d711b055a87ff15a8cf824f5e2ba9,,,
24e1247151234946,WT201-991,24e1247151234946,test,ClassC-OTAA,WT201,1,b6ea7e9a1f890be9b848f3fe7312d436,,,
24e1247151234947,WT201-992,24e1247151234947,test,ClassC-OTAA,WT201,1,813da717b546d2b1656718f785e50f64,,,
24e1247151234948,WT201-993,24e1247151234948,test,ClassC-OTAA,WT201,1,28a0057d35fe3e3585b54e8bd0322449,,,
24e1247151234949,WT201-994,24e1247151234949,test,ClassC-OTAA,WT201,1,9a04930557d20af20576a10ad9733917,,,
24e124715123494a,WT201-995,24e124715123494a,test,ClassC-OTAA,WT201,1,455992643c2caa91d44aec3f9575bcdc,,,
24e124715123494b,WT201-996,24e124715123494b,test,ClassC-OTAA,WT201,1,383aeb64426b5bfdce2c4c08b37915db,,,
24e124715123494c,WT201-997,24e124715123494c,test,ClassC-OTAA,WT201,1,4dc901fa41ac7358192f3a7d506c25b5,,,
24e124715123494d,WT201-998,24e124715123494d,test,ClassC-OTAA,WT201,1,5e4aba4d0d4b49562e12b89a29686bea,,,
24e124715123494e,WT201-999,24e124715123494e,test,ClassC-OTAA,WT201,1,52189c759a9e57ef74479ff1452aaa32,,,
24e124715123494f,WT201-1000,24e124715123494f,test,ClassC-OTAA,WT201,1,84d613424eb0c0e8fc6215f355749cce,,,
